"Transaction Date","Recipient Name","Recipient Company","Recipient Address","Recipient Country","Class","Total Cost","Package Weight","Appearances"
"8/1/2024","Interlibrary Loan Dept","Richards Memorial Library","118 N Washington St North Attleboro MA 02760-1633","US","Library Mail","5.82","3 lbs ","1"
"8/1/2024","Interlibrary Loan","Sequoyah Regional Library System","116 Brown Ind Pkwy Canton GA 30114-8004","US","Library Mail","5.11","2 lbs ","1"
"4/30/2024","ASLRITC Interlibrary Loan","Nova Southeastern University","248 Main St Johnstown PA 15901-1631","US","Library Mail","4.62","2 lbs ","1"
"6/5/2024","Interlibrary Loan","Helen Hall Library","100 W Walker St League City TX 77573-3835","US","Library Mail","3.92","1 lbs ","1"
"6/5/2024","Library - Interlibrary Loan","University of Georgia","1601 Maple St Carrollton GA 30118-0002","US","Library Mail","3.92","1 lbs ","1"
"6/4/2024","ILL Dept","N Country Community College Library","PO Box 89 23 Santanoni Ave Saranac Lake NY 12983-0089","US","Library Mail","4.62","2 lbs ","1"
"4/5/2024","Interlibrary Loan","Brookings Public Library","515 3rd St Brookings SD 57006-2077","US","Library Mail","3.92","1 lbs ","1"
"6/6/2024","ILL Dept","Prairie Skies Public Library","PO Box 498 125 W Editor Street Ashland IL 62612-0498","US","Library Mail","3.92","1 lbs ","1"
"6/6/2024","ILL","Syracuse University College of Law Lib","950 Irving Ave Rm 140 Syracuse NY 13244-0001","US","Library Mail","3.92","1 lbs ","1"
"6/5/2024","Interlibrary Loan","Monessen Public Library","326 Donner Ave Monessen PA 15062-1182","US","Library Mail","3.92","1 lbs ","1"
"6/5/2024","Stevenson Library Interlibrary Loan","Lock Haven University","401 N Fairview St Lock Haven PA 17745-2390","US","Library Mail","4.62","2 lbs ","1"
"6/4/2024","ILL Annie Gabriel Library","California Baptist University","8432 Magnolia Ave Riverside CA 92504-3297","US","Library Mail","3.92","1 lbs ","1"
"6/3/2024","Maggie Rountree","Villa Park Public Library","305 S Ardmore Ave Oakbrook Terrace IL 60181-2698","US","Library Mail","4.62","2 lbs ","1"
"4/5/2024","","Ontonagon Township Library","311 N Steel St Ontonagon MI 49953-1347","US","Library Mail","4.62","2 lbs ","1"
"6/3/2024","Interlibrary Loan","Westfield Athenaeum Library","6 Elm St Westfield MA 01085-2997","US","Library Mail","4.62","2 lbs ","1"
"6/3/2024","Interlibrary Loan - 83-AUS","Texas State Lib & Archive Commission","PO Box 12927 Austin TX 78711-2927","US","Library Mail","4.62","2 lbs ","1"
"6/4/2024","ILL Jason Shanks","Alamogordo Public Library","920 Oregon Ave Alamogordo NM 88310-5851","US","Library Mail","3.92","1 lbs ","1"
"6/4/2024","ILL","Peotone Public Library District","515 N First St Peotone IL 60468-8975","US","Library Mail","3.92","1 lbs ","1"
"4/5/2024","Interlibrary Loan","St Ambrose University Library","518 W Locust St Davenport IA 52803-2898","US","Library Mail","3.92","1 lbs ","1"
"4/5/2024","Interlibrary Loan","Farmington Public Library","117 Academy St Farmington ME 04938-1996","US","Library Mail","3.92","1 lbs ","1"
"6/7/2024","Interlibrary Loan","Watertown Free Public Library","123 Main St Watertown MA 02472-4478","US","Library Mail","6.02","3 lbs 11.60 oz","1"
"4/5/2024","Interlibrary Loan","Culver Stockton College Library","1 College Hl Canton MO 63435-1299","US","Library Mail","3.92","1 lbs ","1"
"6/7/2024","Interlibrary Loan","Red Lodge Carnegie Library","PO Box 1068 Red Lodge MT 59068-1068","US","Library Mail","5.32","2 lbs 4.60 oz","1"
"6/7/2024","Interlibrary Loan","Marlborough Public Library","35 W Main St Marlborough MA 01752-5515","US","Library Mail","5.32","2 lbs 15.90 oz","1"
"4/4/2024","King Library Interlibrary Services","San Jose Public Library","1 Washington Sq San Jose CA 95112-3613","US","Library Mail","6.72","5 lbs ","1"
"3/1/2024","""Inter-Library Loans, 111-113""","Jet Propulsion Laboratory Library","4800 Oak Grove Dr Pasadena CA 91109-8001","US","Library Mail","3.92","1 lbs ","1"
"3/1/2024","Friedsam Memorial Library - ILL Dept","St Bonaventure University","3261 W State Rd Saint Bonaventure NY 14778-9800","US","Library Mail","3.92","1 lbs ","1"
"3/1/2024","ILL Dept","Plymouth State University","17 High St Plymouth NH 03264-1595","US","Library Mail","3.92","1 lbs ","1"
"6/7/2024","Charles F Curry Library - ILL","William Jewell College","500 College Hl Liberty MO 64068-1896","US","Library Mail","4.62","2 lbs ","1"
"6/7/2024","Base Library Interlibrary Loan","Tinker AFB","""6120 Arnold St, Bldg 5702 72 Fss Fsdl Tinker AFB OK 73145-8106""","US","Library Mail","3.92","1 lbs ","1"
"6/7/2024","Lander College for Men Library ILL","Touro University","7531 150th St Flushing NY 11367-3166","US","Library Mail","3.92","1 lbs ","1"
"6/6/2024","Library - Interlibrary Loan Department","University of Northern British Columbia","3333 University Way Prince George BC V2N 4Z9","CA","First-Pkg Int'l","23.54","12.10 oz","1"
"6/7/2024","Interlibrary Loan","Dartmouth Public Library","732 Dartmouth St South Dartmouth MA 02748-3251","US","Library Mail","3.92","1 lbs ","1"
"4/5/2024","Interlibrary Loan","Gatesville Public Library","111 N 8th St Gatesville TX 76528-1461","US","Library Mail","3.92","1 lbs ","1"
"6/7/2024","Interlibrary Loan","Paul Smith Lib - Southern York Cty","80 Constitution Ave Shrewsbury PA 17361-1710","US","Library Mail","4.62","2 lbs ","1"
"6/7/2024","Thelen Memorial Library - ILL","Divine Mercy University","45154 Underwood Ln Sterling VA 20166-2300","US","Library Mail","3.92","1 lbs ","1"
"6/7/2024","Interlibrary Loan","Jeudevine Memorial Library","PO Box 536 Hardwick VT 05843-0536","US","Library Mail","3.92","1 lbs ","1"
"6/3/2024","Interlibrary Loan","Paul Sawyier Public Library","319 Wapping St Frankfort KY 40601-2605","US","Library Mail","3.92","1 lbs ","1"
"6/21/2024","ILL","Phillips County Library","PO Box 840 10 S 4th Street East Malta MT 59538-0840","US","Library Mail","5.32","3 lbs ","1"
"6/24/2024","ILL","Joliet Public Library","PO Box 213 Joliet MT 59041-0213","US","Library Mail","3.92","1 lbs ","1"
"6/21/2024","ILL Snowden Library","Lycoming College IDS 147","700 College Place Williamsport PA 17701","US","Library Mail","4.62","2 lbs ","1"
"6/21/2024","ILL Dept","Grants Public Library","1101 N First St Grants NM 87020-2809","US","Library Mail","4.62","2 lbs ","1"
"6/24/2024","ILL","Western Plains Library System","501 S 28th St Clinton OK 73601-3703","US","Library Mail","4.62","2 lbs ","1"
"6/24/2024","ILL Dept","Westford Public Library","PO Box 86 Westford VT 05494-0086","US","Library Mail","4.62","2 lbs ","1"
"6/24/2024","ILL","Burley Public Library","1300 Miller Ave Burley ID 83318-1729","US","Library Mail","3.92","1 lbs ","1"
"6/24/2024","ILL Dept","Cranston Public Library","140 Sockanosset Cr Rd Cranston RI 02920-5539","US","Library Mail","3.92","1 lbs ","1"
"6/21/2024","ILL Dept Klinck Memorial Library","Concordia University","7400 Augusta St River Forest IL 60305-1402","US","Library Mail","4.62","2 lbs ","1"
"6/17/2024","Dragvoll Library - Interlibrary Loan","Norwegian Univ Science & Technology","S. P. Andersensvei 11 Trondheim Tr?ndelag 7031","NO","First Pkg Int'l","49.24","2 lbs 3 oz","1"
"6/20/2024","Daniel Library - ILL","The Citadel","1 Avenue Of Remembrance Charleston SC 29409-1006","US","Library Mail","3.92","1 lbs ","1"
"6/17/2024","ILL Beam Library","Oklahoma Christian University","2801 E Memorial Rd Edmond OK 73013-6474","US","Library Mail","4.62","2 lbs ","1"
"6/17/2024","ILL","Amberton University Library","13601 Lyndon B Johnson Fwy 27/DAL (Texpress) Garland TX 75041-4707","US","Library Mail","6.72","5 lbs ","1"
"6/21/2024","ILL Rickman Library","Southern Wesleyan University","PO Box 1020 Central SC 29630-1020","US","Library Mail","3.92","1 lbs ","1"
"6/21/2024","ILL Dept","Dutchess Community College Library","53 Pendell Rd Poughkeepsie NY 12601-1595","US","Library Mail","3.92","1 lbs ","1"
"6/21/2024","ILL Dept","Rockford Carnegie Library","162 S Main St Rockford OH 45882-9260","US","Library Mail","3.92","1 lbs ","1"
"6/21/2024","ILL","Tecumseh State Corr Institution Library","2725 N Highway 50 Tecumseh NE 68450-9589","US","Library Mail","3.92","1 lbs ","1"
"6/27/2024","Library Interlibrary Loan","Cameron University","2800 W Gore Blvd Lawton OK 73505-6320","US","Library Mail","4.62","2 lbs ","1"
"6/27/2024","Library Interlibrary Loan","Hood College","401 Rosemont Ave Frederick MD 21701-8575","US","Library Mail","5.32","2 lbs 15.80 oz","1"
"6/27/2024","Interlibrary Loan","Midlothian Public Library","14701 Kenton Ave Midlothian IL 60445-2575","US","Library Mail","4.62","2 lbs ","1"
"6/27/2024","Air Base Library - Interlibrary Loan","Joint Base Charleston","106 W McCaw St Charleston AFB SC 29404-4700","US","Library Mail","4.62","2 lbs ","1"
"6/28/2024","ILL Dept","Smyrna Public Library","400 Enon Springs Rd W Smyrna TN 37167-2974","US","Library Mail","3.92","1 lbs ","1"
"6/3/2024","Interlibrary Loan","Eau Claire Public Library","400 Eau Claire St Eau Claire WI 54701-3799","US","Library Mail","3.92","1 lbs ","1"
"6/28/2024","ILL Dept","Wicomico County Free Library","""122 S Division St, # 126 Salisbury MD 21801-4929""","US","Library Mail","3.92","1 lbs ","1"
"6/28/2024","ILL Dept","El Rio Branch Library","1390 W Speedway Blvd Tucson AZ 85745-2324","US","Library Mail","3.92","1 lbs ","1"
"4/5/2024","Interlibrary Loan","Wells County Public Library","200 W Washington St Bluffton IN 46714-1999","US","Library Mail","4.62","2 lbs ","1"
"6/24/2024","ILL","North Central Michigan College","1515 Howard St Petoskey MI 49770-8740","US","Library Mail","8.12","7 lbs ","1"
"6/25/2024","Jerseyville Public Library - ILL","","105 N Liberty St Jerseyville IL 62052-1512","US","Library Mail","4.62","2 lbs ","1"
"6/24/2024","ILL Dept","Goodall Memorial Library","952 Main St Sanford ME 04073-3595","US","Library Mail","4.62","2 lbs ","1"
"6/24/2024","ILL","Midwestern University Library","555 31st St Downers Grove IL 60515-1235","US","Library Mail","6.02","4 lbs ","1"
"6/25/2024","Interlibrary Loan","Mount Royal University","4825 Mount Royal Gate Sw Calgary AB T3E 6K6","CA","First Pkg Int'l","23.54","2 lbs ","1"
"6/26/2024","Interlibrary Loan","La Crosse Public Library","800 Main St La Crosse WI 54601-4160","US","Library Mail","3.92","1 lbs ","1"
"6/25/2024","Arcadia Public Library","","20 W Duarte Rd Arcadia CA 91006-6959","US","Library Mail","4.62","2 lbs ","1"
"6/25/2024","Round Lake Area Library - ILL","","906 Hart Rd Round Lake IL 60073-3700","US","Library Mail","4.62","2 lbs ","1"
"7/26/2024","Library - ILL Department","University at Albany","1400 Washington Ave Albany NY 12222-0100","US","Library Mail","5.11","2 lbs ","1"
"4/15/2024","Columbus Metropolitan Library - ILL","","""400 W Johnstown Rd, Ste 100 Columbus OH 43230-2733""","US","Library Mail","3.92","1 lbs ","1"
"1/29/2024","Interlibrary Loan","Bayonne Public Library","697 Avenue C Bayonne NJ 07002-5899","US","Library Mail","3.92","1 lbs ","1"
"1/29/2024","Ehrhorn Law Library - ILL","Liberty University School of Law","1971 University Blvd Lynchburg VA 24515-0002","US","Library Mail","3.92","1 lbs ","1"
"1/29/2024","RML Library - ILL","""Rocky Mountain Laboratories - NIAID, NIH""","903 S 4th St Hamilton MT 59840-2932","US","Library Mail","3.92","1 lbs ","1"
"1/29/2024","Interlibrary Loan","Collinsville Memorial Public Library Ctr","408 W Main St Collinsville IL 62234-3018","US","Library Mail","3.92","1 lbs ","1"
"4/15/2024","Rush Rhees Library - ILL","University of Rochester","PO Box 270055 Rochester NY 14627-0055","US","Library Mail","3.92","1 lbs ","1"
"4/15/2024","Squires Library - ILL","Lee University","260 11th St NE Cleveland TN 37311-5100","US","Library Mail","3.92","1 lbs ","1"
"4/15/2024","Kearney Public Library - ILL","","2020 1st Ave Kearney NE 68847-5306","US","Library Mail","3.92","1 lbs ","1"
"1/27/2024","Magale Library - ILL Dept","Southern Arkansas University","100 E University Magnolia AR 71753-2181","US","Library Mail","4.62","2 lbs ","1"
"1/26/2024","Sarah Cruce","Rainsville Public Library","PO Box 509 Rainsville AL 35986-0509","US","Library Mail","4.62","2 lbs ","1"
"1/26/2024","Interlibrary Loan","Florida Atlantic University","""777 Glades Rd S.e. Wimberly Library - Ly-3, Rm 214 Boca Raton FL 33431-6496""","US","Library Mail","4.62","2 lbs ","1"
"4/15/2024","ILL Department","Pflugerville Public Library","1008 W Pfluger St Pflugerville TX 78660-3899","US","Library Mail","3.92","1 lbs ","1"
"1/26/2024","Andruss Library - Interlibrary Loan","Bloomsburg University","400 E 2nd St Bloomsburg PA 17815-1399","US","Library Mail","4.62","2 lbs ","1"
"1/26/2024","ILL Department","University of Calgary","2500 University Dr NW Calgary AB T2N 1N4","CA","First Pkg Int'l","23.54","1 lbs ","1"
"4/15/2024","ILL Department","Riverdale Branch Library","2421 Buckingham Rd Fort Myers FL 33905-2413","US","Library Mail","3.92","1 lbs ","1"
"4/15/2024","Interlibrary Loan","Humboldt County Library","85 E 5th St Winnemucca NV 89445-3095","US","Library Mail","3.92","1 lbs ","1"
"4/15/2024","ILL Department","Claremont Colleges Libraries","800 N Dartmouth Ave Claremont CA 91711-3907","US","Library Mail","3.92","1 lbs ","1"
"2/1/2024","Maine Medical Center Library - ILL","","22 Bramhall St Portland ME 04102-3134","US","Library Mail","5.32","3 lbs ","1"
"2/1/2024","Interlibrary Loan","Barron Public Library","10 N 3rd St Barron WI 54812-1119","US","Library Mail","6.02","4 lbs ","1"
"2/1/2024","Interlibrary Loan","Sublette County Public Library","PO Box 489 155 S Tyler St Pinedale WY 82941-0489","US","Library Mail","5.32","3 lbs ","1"
"2/1/2024","Technical Services Dept","Mentor Public Library","8215 Mentor Ave Mentor OH 44060-5786","US","Library Mail","5.32","3 lbs ","1"
"2/2/2024","Library Technology Center - ILL","Concordia University","1282 Concordia Ave Saint Paul MN 55104-5479","US","Library Mail","3.92","1 lbs ","1"
"2/2/2024","Rudolf Steiner Library","The Anthroposophical Society in America","""351 Fairview Ave, Ste 610 Hudson NY 12534-1270""","US","Library Mail","3.92","1 lbs ","1"
"2/2/2024","Ursula C Schwerin Library - ILL","New York City College of Technology","300 Jay St Brooklyn NY 11201-1909","US","Library Mail","3.92","1 lbs ","1"
"2/2/2024","Carothers Library - Interlibrary Loan","University of Rhode Island","15 Lippitt Rd Kingston RI 02881-2011","US","Library Mail","3.92","1 lbs ","1"
"2/1/2024","C Miller - Circ/ILL","Broadview Public Library District","2226 S 16th Ave Broadview IL 60155-4000","US","Library Mail","4.62","2 lbs ","1"
"4/11/2024","INTERLIBRARY LOAN RICHARD W BAILEY LIB","WASHTENAW COMMUNITY COLLEGE","4800 E Huron River Dr Ann Arbor MI 48105-4800","US","Library Mail","5.32","2 lbs 11.50 oz","1"
"1/31/2024","ILL Dept","Alberton Public Library","PO Box 376 Alberton MT 59820-0376","US","Library Mail","4.62","2 lbs ","1"
"1/30/2024","Interlibrary Loan","Iron County Bookmobile Library","4763 Santa Fe Trl Enoch UT 84721-7455","US","Library Mail","4.62","2 lbs ","1"
"1/30/2024","The Alfred C O'Connell Library - ILL","Genesee Community College","1 College Rd Batavia NY 14020-9704","US","Library Mail","4.62","2 lbs ","1"
"1/31/2024","Interlibrary Loan","Cedar City Public Library","303 N 100 E Cedar City UT 84721-2610","US","Library Mail","8.12","7 lbs ","1"
"2/1/2024","Interlibrary Loan","University of Southern Maine Library","PO Box 9301 314 Forest Ave. Portland ME 04104-9301","US","Library Mail","4.62","2 lbs ","1"
"1/31/2024","Find More Illinois - Burr Ridge Office","","125 Tower Dr Burr Ridge IL 60527-5783","US","Library Mail","4.62","2 lbs ","1"
"1/31/2024","Interlibrary Loan","Bossier Parish Libraries","4915 Shed Rd Bossier City LA 71111-5418","US","Library Mail","4.62","2 lbs ","1"
"1/26/2024","Interlibrary Loan","Ellsworth Public Library","388 W Main St Ellsworth WI 54011-5163","US","Library Mail","4.62","2 lbs ","1"
"4/15/2024","ILL Department","Johns Hopkins University","3400 N Charles St Baltimore MD 21218-2680","US","Library Mail","4.62","2 lbs ","1"
"1/19/2024","Debra Kolodziej","Lib of Rowan College at Burlington Cty","900 College Cir Mount Laurel NJ 08054-9416","US","Library Mail","5.85","4 lbs ","1"
"4/15/2024","ILL Department","Waldron Island School","1 School Corner Waldron WA 98297","US","Library Mail","4.62","2 lbs ","1"
"1/19/2024","Shouldice Library - Interlibrary Loan","Lake Superior State University","906 Ryan Ave Sault Sainte Marie MI 49783-1632","US","Library Mail","4.43","2 lbs ","1"
"4/15/2024","ILL Department","UCLA Young Research Library","280 Charles E Young Dr Los Angeles CA 90095-0001","US","Library Mail","4.62","2 lbs ","1"
"1/24/2024","Kearny County Library - ILL","","PO Box 773 Lakin KS 67860-0773","US","Library Mail","3.92","1 lbs ","1"
"1/23/2024","Interlibrary Loan","Puyallup Public Library","324 S Meridian Puyallup WA 98371-5914","US","Library Mail","5.32","3 lbs ","1"
"1/24/2024","Interlibrary Loan Dept","Payson City Library","66 S Main St Payson UT 84651-2223","US","Library Mail","3.92","1 lbs ","1"
"1/19/2024","Interlibrary Loan","Jessamine County Public Library","600 S Main St Nicholasville KY 40356-1839","US","Library Mail","4.43","2 lbs ","1"
"1/18/2024","Clapp Library - ILL","Wellesley College","106 Central St Wellesley MA 02481-8203","US","Library Mail","6.56","5 lbs ","1"
"1/18/2024","Interlibrary Loan","Altadena Library District","600 E Mariposa St Altadena CA 91001-2266","US","Library Mail","10.82","11 lbs ","1"
"1/18/2024","Alden Library - ILL","Quinsigamond Community College","670 W Boylston St Worcester MA 01606-2092","US","Library Mail","3.72","1 lbs ","1"
"1/18/2024","Mordecai M Kaplan Library - ILL","Reconstructionist Rabbinical College","1299 Church Rd Wyncote PA 19095-1898","US","Library Mail","4.43","2 lbs ","1"
"4/15/2024","Houston Public Library Ctrl - ILL","","500 McKinney St Houston TX 77002-2530","US","Library Mail","5.32","3 lbs ","1"
"1/19/2024","Interlibrary Loan","Whiteman AFB Library","511 Spirit Blvd Whiteman Air Force Base MO 65305-5411","US","Library Mail","4.43","2 lbs ","1"
